PA,SZ,AG,Pop
Toa Payoh,Bidadari,85_to_89,0
Toa Payoh,Bidadari,90_and_over,0
Toa Payoh,Boon Teck,0_to_4,510
Toa Payoh,Boon Teck,5_to_9,500
Toa Payoh,Boon Teck,10_to_14,570
Toa Payoh,Boon Teck,15_to_19,720
Toa Payoh,Boon Teck,20_to_24,760
Toa Payoh,Boon Teck,25_to_29,1000
Toa Payoh,Boon Teck,30_to_34,890
Toa Payoh,Boon Teck,35_to_39,780
Toa Payoh,Boon Teck,40_to_44,790
Toa Payoh,Boon Teck,45_to_49,1000
Toa Payoh,Boon Teck,50_to_54,1040
Toa Payoh,Boon Teck,55_to_59,1220
Toa Payoh,Boon Teck,60_to_64,1170
Toa Payoh,Boon Teck,65_to_69,920
Toa Payoh,Boon Teck,70_to_74,810
Toa Payoh,Boon Teck,75_to_79,640
Toa Payoh,Boon Teck,80_to_84,480
Toa Payoh,Boon Teck,85_to_89,290
Toa Payoh,Boon Teck,90_and_over,170
Toa Payoh,Braddell,0_to_4,360
Toa Payoh,Braddell,5_to_9,420
Toa Payoh,Braddell,10_to_14,470
Toa Payoh,Braddell,15_to_19,460
Toa Payoh,Braddell,20_to_24,580
Toa Payoh,Braddell,25_to_29,690
Toa Payoh,Braddell,30_to_34,590
Toa Payoh,Braddell,35_to_39,630
Toa Payoh,Braddell,40_to_44,670
Toa Payoh,Braddell,45_to_49,760
Toa Payoh,Braddell,50_to_54,760
Toa Payoh,Braddell,55_to_59,760
Toa Payoh,Braddell,60_to_64,730
Toa Payoh,Braddell,65_to_69,660
Toa Payoh,Braddell,70_to_74,490
Toa Payoh,Braddell,75_to_79,380
Toa Payoh,Braddell,80_to_84,280
Toa Payoh,Braddell,85_to_89,150
Toa Payoh,Braddell,90_and_over,110
Toa Payoh,Joo Seng,0_to_4,370
Toa Payoh,Joo Seng,5_to_9,400
Toa Payoh,Joo Seng,10_to_14,440
Toa Payoh,Joo Seng,15_to_19,340
Toa Payoh,Joo Seng,20_to_24,410
Toa Payoh,Joo Seng,25_to_29,560
Toa Payoh,Joo Seng,30_to_34,690
Toa Payoh,Joo Seng,35_to_39,610
Toa Payoh,Joo Seng,40_to_44,650
Toa Payoh,Joo Seng,45_to_49,660
Toa Payoh,Joo Seng,50_to_54,560
Toa Payoh,Joo Seng,55_to_59,570
Toa Payoh,Joo Seng,60_to_64,580
Toa Payoh,Joo Seng,65_to_69,480
Toa Payoh,Joo Seng,70_to_74,350
Toa Payoh,Joo Seng,75_to_79,250
Toa Payoh,Joo Seng,80_to_84,190
Toa Payoh,Joo Seng,85_to_89,110
Toa Payoh,Joo Seng,90_and_over,50
Toa Payoh,Kim Keat,0_to_4,210
Toa Payoh,Kim Keat,5_to_9,290
Toa Payoh,Kim Keat,10_to_14,300
Toa Payoh,Kim Keat,15_to_19,340
Toa Payoh,Kim Keat,20_to_24,470
Toa Payoh,Kim Keat,25_to_29,660
Toa Payoh,Kim Keat,30_to_34,470
Toa Payoh,Kim Keat,35_to_39,460
Toa Payoh,Kim Keat,40_to_44,510
Toa Payoh,Kim Keat,45_to_49,620
Toa Payoh,Kim Keat,50_to_54,580
Toa Payoh,Kim Keat,55_to_59,690
Toa Payoh,Kim Keat,60_to_64,740
Toa Payoh,Kim Keat,65_to_69,570
Toa Payoh,Kim Keat,70_to_74,450
Toa Payoh,Kim Keat,75_to_79,320
Toa Payoh,Kim Keat,80_to_84,220
Toa Payoh,Kim Keat,85_to_89,100
Toa Payoh,Kim Keat,90_and_over,60
Toa Payoh,Lorong 8 Toa Payoh,0_to_4,170
Toa Payoh,Lorong 8 Toa Payoh,5_to_9,200
Toa Payoh,Lorong 8 Toa Payoh,10_to_14,260
Toa Payoh,Lorong 8 Toa Payoh,15_to_19,330
Toa Payoh,Lorong 8 Toa Payoh,20_to_24,440
Toa Payoh,Lorong 8 Toa Payoh,25_to_29,490
Toa Payoh,Lorong 8 Toa Payoh,30_to_34,380
Toa Payoh,Lorong 8 Toa Payoh,35_to_39,410
Toa Payoh,Lorong 8 Toa Payoh,40_to_44,490
Toa Payoh,Lorong 8 Toa Payoh,45_to_49,560
Toa Payoh,Lorong 8 Toa Payoh,50_to_54,550
Toa Payoh,Lorong 8 Toa Payoh,55_to_59,650
Toa Payoh,Lorong 8 Toa Payoh,60_to_64,600
Toa Payoh,Lorong 8 Toa Payoh,65_to_69,580
Toa Payoh,Lorong 8 Toa Payoh,70_to_74,420
Toa Payoh,Lorong 8 Toa Payoh,75_to_79,400
Toa Payoh,Lorong 8 Toa Payoh,80_to_84,270
Toa Payoh,Lorong 8 Toa Payoh,85_to_89,150
Toa Payoh,Lorong 8 Toa Payoh,90_and_over,80
Toa Payoh,Pei Chun,0_to_4,290
Toa Payoh,Pei Chun,5_to_9,370
Toa Payoh,Pei Chun,10_to_14,480
Toa Payoh,Pei Chun,15_to_19,550
Toa Payoh,Pei Chun,20_to_24,570
Toa Payoh,Pei Chun,25_to_29,600
Toa Payoh,Pei Chun,30_to_34,520
Toa Payoh,Pei Chun,35_to_39,600
Toa Payoh,Pei Chun,40_to_44,760
Toa Payoh,Pei Chun,45_to_49,910
Toa Payoh,Pei Chun,50_to_54,920
Toa Payoh,Pei Chun,55_to_59,860
Toa Payoh,Pei Chun,60_to_64,830
Toa Payoh,Pei Chun,65_to_69,670
Toa Payoh,Pei Chun,70_to_74,570
Toa Payoh,Pei Chun,75_to_79,490
Toa Payoh,Pei Chun,80_to_84,340
Toa Payoh,Pei Chun,85_to_89,150
Toa Payoh,Pei Chun,90_and_over,90
Toa Payoh,Potong Pasir,0_to_4,370
Toa Payoh,Potong Pasir,5_to_9,470
Toa Payoh,Potong Pasir,10_to_14,450
Toa Payoh,Potong Pasir,15_to_19,550
Toa Payoh,Potong Pasir,20_to_24,510
Toa Payoh,Potong Pasir,25_to_29,740
Toa Payoh,Potong Pasir,30_to_34,800
Toa Payoh,Potong Pasir,35_to_39,830
Toa Payoh,Potong Pasir,40_to_44,880
Toa Payoh,Potong Pasir,45_to_49,900
Toa Payoh,Potong Pasir,50_to_54,860
Toa Payoh,Potong Pasir,55_to_59,870
Toa Payoh,Potong Pasir,60_to_64,1000
Toa Payoh,Potong Pasir,65_to_69,970
Toa Payoh,Potong Pasir,70_to_74,660
Toa Payoh,Potong Pasir,75_to_79,420
Toa Payoh,Potong Pasir,80_to_84,220
Toa Payoh,Potong Pasir,85_to_89,130
Toa Payoh,Potong Pasir,90_and_over,50
Toa Payoh,Sennett,0_to_4,210
Toa Payoh,Sennett,5_to_9,240
Toa Payoh,Sennett,10_to_14,280
Toa Payoh,Sennett,15_to_19,290
Toa Payoh,Sennett,20_to_24,310
Toa Payoh,Sennett,25_to_29,390
Toa Payoh,Sennett,30_to_34,400
Toa Payoh,Sennett,35_to_39,390
Toa Payoh,Sennett,40_to_44,400
Toa Payoh,Sennett,45_to_49,400
Toa Payoh,Sennett,50_to_54,330
Toa Payoh,Sennett,55_to_59,370
Toa Payoh,Sennett,60_to_64,390
Toa Payoh,Sennett,65_to_69,340
Toa Payoh,Sennett,70_to_74,260
Toa Payoh,Sennett,75_to_79,180
Toa Payoh,Sennett,80_to_84,120
Toa Payoh,Sennett,85_to_89,100
Toa Payoh,Sennett,90_and_over,80
Toa Payoh,Toa Payoh Central,0_to_4,1120
Toa Payoh,Toa Payoh Central,5_to_9,1520
Toa Payoh,Toa Payoh Central,10_to_14,1340
Toa Payoh,Toa Payoh Central,15_to_19,1350
Toa Payoh,Toa Payoh Central,20_to_24,1540
Toa Payoh,Toa Payoh Central,25_to_29,1810
Toa Payoh,Toa Payoh Central,30_to_34,1670
Toa Payoh,Toa Payoh Central,35_to_39,2200
Toa Payoh,Toa Payoh Central,40_to_44,2410
Toa Payoh,Toa Payoh Central,45_to_49,2370
Toa Payoh,Toa Payoh Central,50_to_54,2130
Toa Payoh,Toa Payoh Central,55_to_59,2070
Toa Payoh,Toa Payoh Central,60_to_64,1880
Toa Payoh,Toa Payoh Central,65_to_69,1500
Toa Payoh,Toa Payoh Central,70_to_74,1200
Toa Payoh,Toa Payoh Central,75_to_79,980
Toa Payoh,Toa Payoh Central,80_to_84,710
Toa Payoh,Toa Payoh Central,85_to_89,370
Toa Payoh,Toa Payoh Central,90_and_over,200
Toa Payoh,Toa Payoh West,0_to_4,560
Toa Payoh,Toa Payoh West,5_to_9,480
Toa Payoh,Toa Payoh West,10_to_14,510
Toa Payoh,Toa Payoh West,15_to_19,570
Toa Payoh,Toa Payoh West,20_to_24,650
Toa Payoh,Toa Payoh West,25_to_29,940
Toa Payoh,Toa Payoh West,30_to_34,1130
Toa Payoh,Toa Payoh West,35_to_39,960
Toa Payoh,Toa Payoh West,40_to_44,1050
Toa Payoh,Toa Payoh West,45_to_49,1100
Toa Payoh,Toa Payoh West,50_to_54,1030
Toa Payoh,Toa Payoh West,55_to_59,1110
Toa Payoh,Toa Payoh West,60_to_64,1080
Toa Payoh,Toa Payoh West,65_to_69,970
Toa Payoh,Toa Payoh West,70_to_74,840
Toa Payoh,Toa Payoh West,75_to_79,660
Toa Payoh,Toa Payoh West,80_to_84,520
Toa Payoh,Toa Payoh West,85_to_89,270
Toa Payoh,Toa Payoh West,90_and_over,140
Toa Payoh,Woodleigh,0_to_4,100
Toa Payoh,Woodleigh,5_to_9,140
Toa Payoh,Woodleigh,10_to_14,170
Toa Payoh,Woodleigh,15_to_19,150
Toa Payoh,Woodleigh,20_to_24,150
Toa Payoh,Woodleigh,25_to_29,190
Toa Payoh,Woodleigh,30_to_34,130
Toa Payoh,Woodleigh,35_to_39,200
Toa Payoh,Woodleigh,40_to_44,200
Toa Payoh,Woodleigh,45_to_49,220
Toa Payoh,Woodleigh,50_to_54,180
Toa Payoh,Woodleigh,55_to_59,170
Toa Payoh,Woodleigh,60_to_64,160
Toa Payoh,Woodleigh,65_to_69,130
Toa Payoh,Woodleigh,70_to_74,80
Toa Payoh,Woodleigh,75_to_79,30
Toa Payoh,Woodleigh,80_to_84,10
Toa Payoh,Woodleigh,85_to_89,10
Toa Payoh,Woodleigh,90_and_over,0
Tuas,Tengeh,0_to_4,0
Tuas,Tengeh,5_to_9,0
Tuas,Tengeh,10_to_14,0
Tuas,Tengeh,15_to_19,0
Tuas,Tengeh,20_to_24,0
Tuas,Tengeh,25_to_29,0
Tuas,Tengeh,30_to_34,0
Tuas,Tengeh,35_to_39,0
Tuas,Tengeh,40_to_44,0
Tuas,Tengeh,45_to_49,0
Tuas,Tengeh,50_to_54,0
Tuas,Tengeh,55_to_59,0
Tuas,Tengeh,60_to_64,0
Tuas,Tengeh,65_to_69,0
Tuas,Tengeh,70_to_74,0
Tuas,Tengeh,75_to_79,0
Tuas,Tengeh,80_to_84,0
Tuas,Tengeh,85_to_89,0
Tuas,Tengeh,90_and_over,0
Tuas,Tuas Bay,0_to_4,0
Tuas,Tuas Bay,5_to_9,0
Tuas,Tuas Bay,10_to_14,0
Tuas,Tuas Bay,15_to_19,0
Tuas,Tuas Bay,20_to_24,0
Tuas,Tuas Bay,25_to_29,0
Tuas,Tuas Bay,30_to_34,0
Tuas,Tuas Bay,35_to_39,0
Tuas,Tuas Bay,40_to_44,0
Tuas,Tuas Bay,45_to_49,0
Tuas,Tuas Bay,50_to_54,0
Tuas,Tuas Bay,55_to_59,0
Tuas,Tuas Bay,60_to_64,0
Tuas,Tuas Bay,65_to_69,0
Tuas,Tuas Bay,70_to_74,0
Tuas,Tuas Bay,75_to_79,0
Tuas,Tuas Bay,80_to_84,0
Tuas,Tuas Bay,85_to_89,0
Tuas,Tuas Bay,90_and_over,0
Tuas,Tuas North,0_to_4,0
Tuas,Tuas North,5_to_9,0
Tuas,Tuas North,10_to_14,0
Tuas,Tuas North,15_to_19,0
Tuas,Tuas North,20_to_24,0
Tuas,Tuas North,25_to_29,0
Tuas,Tuas North,30_to_34,0
Tuas,Tuas North,35_to_39,0
Tuas,Tuas North,40_to_44,0
Tuas,Tuas North,45_to_49,0
Tuas,Tuas North,50_to_54,0
Tuas,Tuas North,55_to_59,0
Tuas,Tuas North,60_to_64,0
Tuas,Tuas North,65_to_69,0
Tuas,Tuas North,70_to_74,0
Tuas,Tuas North,75_to_79,0
Tuas,Tuas North,80_to_84,0
Tuas,Tuas North,85_to_89,0
Tuas,Tuas North,90_and_over,0
Tuas,Tuas Promenade,0_to_4,0
Tuas,Tuas Promenade,5_to_9,0
Tuas,Tuas Promenade,10_to_14,0
Tuas,Tuas Promenade,15_to_19,0
Tuas,Tuas Promenade,20_to_24,0
Tuas,Tuas Promenade,25_to_29,0
Tuas,Tuas Promenade,30_to_34,0
Tuas,Tuas Promenade,35_to_39,0
Tuas,Tuas Promenade,40_to_44,0
Tuas,Tuas Promenade,45_to_49,0
Tuas,Tuas Promenade,50_to_54,0
Tuas,Tuas Promenade,55_to_59,0
Tuas,Tuas Promenade,60_to_64,0
Tuas,Tuas Promenade,65_to_69,0
Tuas,Tuas Promenade,70_to_74,0
Tuas,Tuas Promenade,75_to_79,0
Tuas,Tuas Promenade,80_to_84,0
Tuas,Tuas Promenade,85_to_89,0
Tuas,Tuas Promenade,90_and_over,0
Tuas,Tuas View,0_to_4,0
Tuas,Tuas View,5_to_9,0
Tuas,Tuas View,10_to_14,0
Tuas,Tuas View,15_to_19,0
Tuas,Tuas View,20_to_24,0
Tuas,Tuas View,25_to_29,0
Tuas,Tuas View,30_to_34,0
Tuas,Tuas View,35_to_39,0
Tuas,Tuas View,40_to_44,0
Tuas,Tuas View,45_to_49,0
Tuas,Tuas View,50_to_54,0
Tuas,Tuas View,55_to_59,0
Tuas,Tuas View,60_to_64,0
Tuas,Tuas View,65_to_69,0
Tuas,Tuas View,70_to_74,0
Tuas,Tuas View,75_to_79,0
Tuas,Tuas View,80_to_84,0
Tuas,Tuas View,85_to_89,0
Tuas,Tuas View,90_and_over,0
Tuas,Tuas View Extension,0_to_4,0
Tuas,Tuas View Extension,5_to_9,0
Tuas,Tuas View Extension,10_to_14,0
Tuas,Tuas View Extension,15_to_19,0
Tuas,Tuas View Extension,20_to_24,0
Tuas,Tuas View Extension,25_to_29,0
Tuas,Tuas View Extension,30_to_34,0
Tuas,Tuas View Extension,35_to_39,0
Tuas,Tuas View Extension,40_to_44,0
Tuas,Tuas View Extension,45_to_49,0
Tuas,Tuas View Extension,50_to_54,0
Tuas,Tuas View Extension,55_to_59,0
Tuas,Tuas View Extension,60_to_64,0
Tuas,Tuas View Extension,65_to_69,0
Tuas,Tuas View Extension,70_to_74,0
Tuas,Tuas View Extension,75_to_79,0
Tuas,Tuas View Extension,80_to_84,0
Tuas,Tuas View Extension,85_to_89,0
Tuas,Tuas View Extension,90_and_over,0
Western Islands,Jurong Island And Bukom,0_to_4,0
Western Islands,Jurong Island And Bukom,5_to_9,0
Western Islands,Jurong Island And Bukom,10_to_14,0
Western Islands,Jurong Island And Bukom,15_to_19,0
Western Islands,Jurong Island And Bukom,20_to_24,0
Western Islands,Jurong Island And Bukom,25_to_29,0
Western Islands,Jurong Island And Bukom,30_to_34,0
Western Islands,Jurong Island And Bukom,35_to_39,0
Western Islands,Jurong Island And Bukom,40_to_44,0
Western Islands,Jurong Island And Bukom,45_to_49,0
Western Islands,Jurong Island And Bukom,50_to_54,0
Western Islands,Jurong Island And Bukom,55_to_59,0
Western Islands,Jurong Island And Bukom,60_to_64,0
Western Islands,Jurong Island And Bukom,65_to_69,0
Western Islands,Jurong Island And Bukom,70_to_74,0
Western Islands,Jurong Island And Bukom,75_to_79,0
Western Islands,Jurong Island And Bukom,80_to_84,0
Western Islands,Jurong Island And Bukom,85_to_89,0
Western Islands,Jurong Island And Bukom,90_and_over,0
Western Islands,Semakau,0_to_4,0
Western Islands,Semakau,5_to_9,0
Western Islands,Semakau,10_to_14,0
Western Islands,Semakau,15_to_19,0
Western Islands,Semakau,20_to_24,0
Western Islands,Semakau,25_to_29,0
Western Islands,Semakau,30_to_34,0
Western Islands,Semakau,35_to_39,0
Western Islands,Semakau,40_to_44,0
Western Islands,Semakau,45_to_49,0
Western Islands,Semakau,50_to_54,0
Western Islands,Semakau,55_to_59,0
Western Islands,Semakau,60_to_64,0
Western Islands,Semakau,65_to_69,0
Western Islands,Semakau,70_to_74,0
Western Islands,Semakau,75_to_79,0
Western Islands,Semakau,80_to_84,0
Western Islands,Semakau,85_to_89,0
Western Islands,Semakau,90_and_over,0
Western Islands,Sudong,0_to_4,0
Western Islands,Sudong,5_to_9,0
Western Islands,Sudong,10_to_14,0
Western Islands,Sudong,15_to_19,0
Western Islands,Sudong,20_to_24,0
Western Islands,Sudong,25_to_29,0
Western Islands,Sudong,30_to_34,0
Western Islands,Sudong,35_to_39,0
Western Islands,Sudong,40_to_44,0
Western Islands,Sudong,45_to_49,0
Western Islands,Sudong,50_to_54,0
Western Islands,Sudong,55_to_59,0
Western Islands,Sudong,60_to_64,0
Western Islands,Sudong,65_to_69,0
Western Islands,Sudong,70_to_74,0
Western Islands,Sudong,75_to_79,0
Western Islands,Sudong,80_to_84,0
Western Islands,Sudong,85_to_89,0
Western Islands,Sudong,90_and_over,0
Western Water Catchment,Western Water Catchment,0_to_4,40
Western Water Catchment,Western Water Catchment,5_to_9,40
Western Water Catchment,Western Water Catchment,10_to_14,30
Western Water Catchment,Western Water Catchment,15_to_19,30
Western Water Catchment,Western Water Catchment,20_to_24,140
Western Water Catchment,Western Water Catchment,25_to_29,40
Western Water Catchment,Western Water Catchment,30_to_34,40
Western Water Catchment,Western Water Catchment,35_to_39,70
Western Water Catchment,Western Water Catchment,40_to_44,70
Western Water Catchment,Western Water Catchment,45_to_49,40
Western Water Catchment,Western Water Catchment,50_to_54,40
Western Water Catchment,Western Water Catchment,55_to_59,60
Western Water Catchment,Western Water Catchment,60_to_64,30
Western Water Catchment,Western Water Catchment,65_to_69,10
Western Water Catchment,Western Water Catchment,70_to_74,0
Western Water Catchment,Western Water Catchment,75_to_79,0
Western Water Catchment,Western Water Catchment,80_to_84,0
Western Water Catchment,Western Water Catchment,85_to_89,0
Western Water Catchment,Western Water Catchment,90_and_over,0
Woodlands,Greenwood Park,0_to_4,0
Woodlands,Greenwood Park,5_to_9,0
Woodlands,Greenwood Park,10_to_14,0
Woodlands,Greenwood Park,15_to_19,0
Woodlands,Greenwood Park,20_to_24,0
Woodlands,Greenwood Park,25_to_29,0
Woodlands,Greenwood Park,30_to_34,0
Woodlands,Greenwood Park,35_to_39,0
Woodlands,Greenwood Park,40_to_44,0
Woodlands,Greenwood Park,45_to_49,0
Woodlands,Greenwood Park,50_to_54,0
Woodlands,Greenwood Park,55_to_59,0
Woodlands,Greenwood Park,60_to_64,0
Woodlands,Greenwood Park,65_to_69,0
Woodlands,Greenwood Park,70_to_74,0
Woodlands,Greenwood Park,75_to_79,0
Woodlands,Greenwood Park,80_to_84,0
Woodlands,Greenwood Park,85_to_89,0
Woodlands,Greenwood Park,90_and_over,0
Woodlands,Midview,0_to_4,1650
Woodlands,Midview,5_to_9,1650
Woodlands,Midview,10_to_14,1940
Woodlands,Midview,15_to_19,2770
Woodlands,Midview,20_to_24,3530
Woodlands,Midview,25_to_29,3070
Woodlands,Midview,30_to_34,2530
Woodlands,Midview,35_to_39,2290
Woodlands,Midview,40_to_44,2100
Woodlands,Midview,45_to_49,2740
Woodlands,Midview,50_to_54,3410
Woodlands,Midview,55_to_59,2840
Woodlands,Midview,60_to_64,1990
Woodlands,Midview,65_to_69,1280
Woodlands,Midview,70_to_74,710
Woodlands,Midview,75_to_79,480
Woodlands,Midview,80_to_84,290
Woodlands,Midview,85_to_89,150
Woodlands,Midview,90_and_over,100
Woodlands,North Coast,0_to_4,310
Woodlands,North Coast,5_to_9,360
Woodlands,North Coast,10_to_14,500
Woodlands,North Coast,15_to_19,730
Woodlands,North Coast,20_to_24,1000
Woodlands,North Coast,25_to_29,1040
Woodlands,North Coast,30_to_34,690
Woodlands,North Coast,35_to_39,680
Woodlands,North Coast,40_to_44,720
Woodlands,North Coast,45_to_49,870
Woodlands,North Coast,50_to_54,1140
Woodlands,North Coast,55_to_59,1190
Woodlands,North Coast,60_to_64,1010
Woodlands,North Coast,65_to_69,820
Woodlands,North Coast,70_to_74,610
Woodlands,North Coast,75_to_79,370
Woodlands,North Coast,80_to_84,230
Woodlands,North Coast,85_to_89,110
Woodlands,North Coast,90_and_over,40
Woodlands,Senoko West,0_to_4,0
Woodlands,Senoko West,5_to_9,0
Woodlands,Senoko West,10_to_14,0
Woodlands,Senoko West,15_to_19,0
Woodlands,Senoko West,20_to_24,0
Woodlands,Senoko West,25_to_29,0
Woodlands,Senoko West,30_to_34,0
Woodlands,Senoko West,35_to_39,0
Woodlands,Senoko West,40_to_44,0
Woodlands,Senoko West,45_to_49,0
Woodlands,Senoko West,50_to_54,0
Woodlands,Senoko West,55_to_59,0
Woodlands,Senoko West,60_to_64,0
Woodlands,Senoko West,65_to_69,0
Woodlands,Senoko West,70_to_74,0
Woodlands,Senoko West,75_to_79,0
Woodlands,Senoko West,80_to_84,0
Woodlands,Senoko West,85_to_89,0
Woodlands,Senoko West,90_and_over,0
Woodlands,Woodgrove,0_to_4,1040
Woodlands,Woodgrove,5_to_9,1370
Woodlands,Woodgrove,10_to_14,1810
Woodlands,Woodgrove,15_to_19,2510
Woodlands,Woodgrove,20_to_24,3460
Woodlands,Woodgrove,25_to_29,3050
Woodlands,Woodgrove,30_to_34,2030
Woodlands,Woodgrove,35_to_39,2010
Woodlands,Woodgrove,40_to_44,2270
Woodlands,Woodgrove,45_to_49,2750
Woodlands,Woodgrove,50_to_54,3450
Woodlands,Woodgrove,55_to_59,2860
Woodlands,Woodgrove,60_to_64,2310
Woodlands,Woodgrove,65_to_69,1430
Woodlands,Woodgrove,70_to_74,820
Woodlands,Woodgrove,75_to_79,460
Woodlands,Woodgrove,80_to_84,330
Woodlands,Woodgrove,85_to_89,170
Woodlands,Woodgrove,90_and_over,110
Woodlands,Woodlands East,0_to_4,5010
Woodlands,Woodlands East,5_to_9,5400
Woodlands,Woodlands East,10_to_14,6160
Woodlands,Woodlands East,15_to_19,7260
Woodlands,Woodlands East,20_to_24,7860
Woodlands,Woodlands East,25_to_29,7540
Woodlands,Woodlands East,30_to_34,7330
Woodlands,Woodlands East,35_to_39,7330
Woodlands,Woodlands East,40_to_44,7680
Woodlands,Woodlands East,45_to_49,8630
Woodlands,Woodlands East,50_to_54,8140
Woodlands,Woodlands East,55_to_59,7310
Woodlands,Woodlands East,60_to_64,5380
Woodlands,Woodlands East,65_to_69,3400
Woodlands,Woodlands East,70_to_74,1930
Woodlands,Woodlands East,75_to_79,1090
Woodlands,Woodlands East,80_to_84,650
Woodlands,Woodlands East,85_to_89,350
Woodlands,Woodlands East,90_and_over,170
Woodlands,Woodlands Regional Centre,0_to_4,0
Woodlands,Woodlands Regional Centre,5_to_9,0
Woodlands,Woodlands Regional Centre,10_to_14,0
Woodlands,Woodlands Regional Centre,15_to_19,0
Woodlands,Woodlands Regional Centre,20_to_24,0
Woodlands,Woodlands Regional Centre,25_to_29,0
Woodlands,Woodlands Regional Centre,30_to_34,0
Woodlands,Woodlands Regional Centre,35_to_39,0
Woodlands,Woodlands Regional Centre,40_to_44,0
Woodlands,Woodlands Regional Centre,45_to_49,0
Woodlands,Woodlands Regional Centre,50_to_54,0
Woodlands,Woodlands Regional Centre,55_to_59,0
Woodlands,Woodlands Regional Centre,60_to_64,0
Woodlands,Woodlands Regional Centre,65_to_69,0
Woodlands,Woodlands Regional Centre,70_to_74,0
Woodlands,Woodlands Regional Centre,75_to_79,0
Woodlands,Woodlands Regional Centre,80_to_84,0
Woodlands,Woodlands Regional Centre,85_to_89,0
Woodlands,Woodlands Regional Centre,90_and_over,0
Woodlands,Woodlands South,0_to_4,2190
Woodlands,Woodlands South,5_to_9,2730
Woodlands,Woodlands South,10_to_14,2950
Woodlands,Woodlands South,15_to_19,3100
Woodlands,Woodlands South,20_to_24,2910
Woodlands,Woodlands South,25_to_29,2600
Woodlands,Woodlands South,30_to_34,2950
Woodlands,Woodlands South,35_to_39,3610
Woodlands,Woodlands South,40_to_44,3560
Woodlands,Woodlands South,45_to_49,3620
Woodlands,Woodlands South,50_to_54,3100
Woodlands,Woodlands South,55_to_59,2510
Woodlands,Woodlands South,60_to_64,1940
Woodlands,Woodlands South,65_to_69,1460
Woodlands,Woodlands South,70_to_74,870
Woodlands,Woodlands South,75_to_79,470
Woodlands,Woodlands South,80_to_84,280
Woodlands,Woodlands South,85_to_89,140
Woodlands,Woodlands South,90_and_over,40
Woodlands,Woodlands West,0_to_4,1410
Woodlands,Woodlands West,5_to_9,1320
Woodlands,Woodlands West,10_to_14,1520
Woodlands,Woodlands West,15_to_19,1910
Woodlands,Woodlands West,20_to_24,2640
Woodlands,Woodlands West,25_to_29,2920
Woodlands,Woodlands West,30_to_34,2350
Woodlands,Woodlands West,35_to_39,2010
Woodlands,Woodlands West,40_to_44,1950
Woodlands,Woodlands West,45_to_49,2280
Woodlands,Woodlands West,50_to_54,2800
Woodlands,Woodlands West,55_to_59,2960
Woodlands,Woodlands West,60_to_64,2600
Woodlands,Woodlands West,65_to_69,1790
Woodlands,Woodlands West,70_to_74,1180
Woodlands,Woodlands West,75_to_79,740
Woodlands,Woodlands West,80_to_84,470
Woodlands,Woodlands West,85_to_89,230
Woodlands,Woodlands West,90_and_over,90
Yishun,Khatib,0_to_4,340
Yishun,Khatib,5_to_9,310
Yishun,Khatib,10_to_14,420
Yishun,Khatib,15_to_19,500
Yishun,Khatib,20_to_24,670
Yishun,Khatib,25_to_29,970
Yishun,Khatib,30_to_34,770
Yishun,Khatib,35_to_39,620
Yishun,Khatib,40_to_44,590
Yishun,Khatib,45_to_49,700
Yishun,Khatib,50_to_54,790
Yishun,Khatib,55_to_59,1100
Yishun,Khatib,60_to_64,970
Yishun,Khatib,65_to_69,770
Yishun,Khatib,70_to_74,430
Yishun,Khatib,75_to_79,250
Yishun,Khatib,80_to_84,140
Yishun,Khatib,85_to_89,80
Yishun,Khatib,90_and_over,30
Yishun,Lower Seletar,0_to_4,2180
Yishun,Lower Seletar,5_to_9,1540
Yishun,Lower Seletar,10_to_14,1080
Yishun,Lower Seletar,15_to_19,920
Yishun,Lower Seletar,20_to_24,720
Yishun,Lower Seletar,25_to_29,1400
Yishun,Lower Seletar,30_to_34,2600
Yishun,Lower Seletar,35_to_39,2100
Yishun,Lower Seletar,40_to_44,1350
Yishun,Lower Seletar,45_to_49,1210
Yishun,Lower Seletar,50_to_54,820
Yishun,Lower Seletar,55_to_59,680
Yishun,Lower Seletar,60_to_64,470
Yishun,Lower Seletar,65_to_69,340
Yishun,Lower Seletar,70_to_74,230
Yishun,Lower Seletar,75_to_79,100
Yishun,Lower Seletar,80_to_84,110
Yishun,Lower Seletar,85_to_89,20
Yishun,Lower Seletar,90_and_over,20
Yishun,Nee Soon,0_to_4,30
Yishun,Nee Soon,5_to_9,50
Yishun,Nee Soon,10_to_14,60
Yishun,Nee Soon,15_to_19,50
Yishun,Nee Soon,20_to_24,50
Yishun,Nee Soon,25_to_29,60
Yishun,Nee Soon,30_to_34,60
Yishun,Nee Soon,35_to_39,50
Yishun,Nee Soon,40_to_44,60
Yishun,Nee Soon,45_to_49,100
Yishun,Nee Soon,50_to_54,70
Yishun,Nee Soon,55_to_59,100
Yishun,Nee Soon,60_to_64,60
Yishun,Nee Soon,65_to_69,50
Yishun,Nee Soon,70_to_74,40
Yishun,Nee Soon,75_to_79,40
Yishun,Nee Soon,80_to_84,10
Yishun,Nee Soon,85_to_89,0
Yishun,Nee Soon,90_and_over,0
